Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2760,SC50,RL,60.0,10818,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2.0,3,No,1,0.0,0,0.0,1077.0,1077.0,GasA,3,Y,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,3.0,7,8.0,1,3,Detchd,1935.0,Unf,2.0,648.0,2,3.0,2,120,0,96,0,0,0,0.0,None,None,0,Feb,2006,COD,Abnorml,
2761,SC80,RL,83.0,10184,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,3,3,CBlock,3.0,3,2,5,580.0,0,0.0,503.0,1083.0,GasA,3,Y,SBrkr,1146,0,0,1146,0.0,0.0,1,0,3,1,3.0,6,8.0,1,4,Attchd,1963.0,Unf,1.0,294.0,3,3.0,2,345,75,0,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2762,SC20,RL,77.0,9510,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,3,3,CBlock,3.0,3,No,5,701.0,0,0.0,434.0,1135.0,GasA,5,Y,SBrkr,1207,0,0,1207,0.0,0.0,1,1,3,1,3.0,6,8.0,0,0,Attchd,1962.0,RFn,1.0,264.0,3,3.0,2,0,240,0,0,0,0,0.0,None,None,0,May,2006,WD,Normal,
2763,SC20,RL,80.0,10800,2,None,4,Lvl,4.0,Inside,3,NAmes,PosA,Norm,1Fam,1Story,6,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,3,CBlock,3.0,3,No,3,913.0,0,0.0,400.0,1313.0,GasA,3,Y,SBrkr,1773,0,0,1773,0.0,0.0,2,0,3,1,3.0,6,6.0,2,3,Attchd,1961.0,RFn,2.0,418.0,3,3.0,2,355,98,0,0,144,0,0.0,None,None,0,Aug,2006,WD,Normal,
2764,SC20,RL,86.0,11650,2,None,4,Lvl,4.0,Corner,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,FuseA,1472,0,0,1472,0.0,0.0,2,0,2,1,4.0,5,8.0,1,4,Attchd,1959.0,Unf,2.0,484.0,3,3.0,2,0,68,0,0,227,0,0.0,None,None,0,Jun,2006,WD,Normal,
2765,SC60,RL,,18275,2,None,3,HLS,4.0,Inside,3,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3,3,5,636.0,0,0.0,802.0,1438.0,GasA,3,Y,SBrkr,1900,548,0,2448,0.0,0.0,3,0,3,1,3.0,9,8.0,2,4,Attchd,1962.0,RFn,2.0,441.0,3,3.0,2,520,102,0,0,0,0,0.0,None,None,0,Sep,2006,WD,Normal,
2766,SC50,RL,60.0,12144,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,No,3,455.0,0,0.0,455.0,910.0,GasA,4,Y,SBrkr,910,611,0,1521,0.0,0.0,1,1,3,1,4.0,6,6.0,0,0,Detchd,1950.0,Unf,1.0,597.0,2,3.0,2,199,0,168,0,0,0,0.0,None,None,0,Sep,2006,WD,Normal,
2767,SC90,RL,60.0,8544,2,None,4,Lvl,4.0,Corner,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3.0,6,8.0,0,0,Detchd,1950.0,Unf,2.0,400.0,3,2.0,2,0,0,0,0,0,0,0.0,None,None,0,Dec,2006,WD,Normal,
2768,SC90,RL,75.0,8512,2,None,4,Lvl,4.0,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,2,No,1,0.0,0,0.0,1556.0,1556.0,GasA,3,Y,SBrkr,1556,0,0,1556,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,None,1960.0,None,0.0,0.0,0,0.0,2,0,0,0,0,0,0,0.0,None,None,0,Sep,2006,WD,Normal,
2769,SC20,RL,70.0,7000,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3,No,6,781.0,0,0.0,369.0,1150.0,GasA,3,Y,SBrkr,1150,0,0,1150,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1961.0,RFn,1.0,288.0,3,3.0,2,0,0,0,0,162,0,0.0,None,None,0,Jul,2006,WD,Normal,
2770,SC20,RL,74.0,7400,2,None,4,Lvl,4.0,Corner,3,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,No,2,809.0,0,0.0,236.0,1045.0,GasA,4,Y,SBrkr,1045,0,0,1045,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1962.0,Unf,2.0,528.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Mar,2006,WD,Normal,
2771,SC20,RL,70.0,7000,2,None,4,Lvl,4.0,Inside,3,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,No,4,468.0,0,0.0,396.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1962.0,Unf,1.0,336.0,3,3.0,2,0,0,0,0,0,0,0.0,GdWo,None,0,Feb,2006,WD,Normal,
2772,SC190,RL,70.0,7000,2,None,4,Lvl,4.0,Inside,3,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,2,5,953.0,0,0.0,72.0,1025.0,GasA,3,Y,SBrkr,1025,0,0,1025,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,None,1962.0,None,0.0,0.0,0,0.0,2,96,80,0,0,0,0,0.0,None,None,0,Mar,2006,WD,Normal,
2773,SC70,RM,62.0,9856,2,1,4,Lvl,4.0,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2.0,3,No,1,0.0,0,0.0,716.0,716.0,GasA,5,Y,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,3.0,8,8.0,0,0,Detchd,1900.0,Unf,2.0,624.0,3,3.0,2,0,72,167,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2774,SC50,RM,60.0,9600,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,3,3,CBlock,3.0,3,No,3,276.0,0,0.0,936.0,1212.0,GasA,4,Y,FuseA,1226,442,0,1668,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1948.0,Unf,1.0,240.0,3,3.0,2,0,0,140,0,0,0,0.0,None,None,0,May,2006,WD,Normal,
2775,SC50,RM,60.0,5520,2,None,4,Lvl,4.0,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,2,No,2,284.0,0,0.0,863.0,1147.0,GasA,3,N,SBrkr,1147,510,0,1657,0.0,0.0,1,0,4,1,2.0,9,8.0,1,3,Detchd,1920.0,Unf,1.0,162.0,2,2.0,0,0,0,0,0,0,0,0.0,None,None,0,Jul,2006,WD,Normal,
2776,SC50,RM,60.0,9600,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,No,3,381.0,0,0.0,399.0,780.0,GasA,5,Y,SBrkr,940,476,0,1416,0.0,0.0,1,0,3,1,4.0,7,8.0,0,0,Detchd,1956.0,Unf,2.0,400.0,3,3.0,2,0,24,0,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2777,SC70,RM,58.0,6451,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,3,3,Stone,3.0,3,No,3,208.0,0,0.0,504.0,712.0,GasA,4,Y,SBrkr,848,580,0,1428,0.0,0.0,1,0,4,1,3.0,7,8.0,0,0,Detchd,1985.0,Fin,2.0,576.0,3,3.0,2,264,0,84,0,0,0,0.0,None,None,0,May,2006,WD,Normal,
2778,SC70,RM,66.0,3960,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,502.0,502.0,GasA,3,N,SBrkr,502,502,0,1004,0.0,0.0,1,0,2,1,4.0,5,8.0,1,1,Detchd,1930.0,Unf,1.0,200.0,2,3.0,0,280,0,68,0,0,0,0.0,MnPrv,None,0,Jul,2006,WD,Normal,
2779,SC190,RM,56.0,7745,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,3.0,3,No,1,0.0,0,0.0,938.0,938.0,GasA,4,N,SBrkr,1084,867,0,1951,0.0,0.0,2,0,4,2,2.0,9,8.0,0,0,Detchd,1993.0,Unf,2.0,576.0,3,3.0,1,0,6,28,0,0,0,0.0,None,None,0,Apr,2006,WD,Normal,
2780,SC30,RM,56.0,7741,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2,No,4,143.0,3,72.0,817.0,1032.0,GasA,4,N,FuseA,1032,0,0,1032,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1995.0,Unf,1.0,280.0,3,3.0,2,0,0,112,0,0,0,0.0,MnPrv,None,0,Jun,2006,COD,Abnorml,
2781,SC30,RM,50.0,5633,2,2,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3.0,2,No,1,0.0,0,0.0,844.0,844.0,GasA,3,Y,SBrkr,844,0,0,844,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1925.0,Unf,1.0,216.0,3,3.0,0,50,81,123,0,0,0,0.0,None,None,0,Jul,2006,WD,Normal,
2782,SC20,RM,60.0,7200,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,576.0,576.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1952.0,RFn,1.0,528.0,3,3.0,2,0,0,0,0,115,0,0.0,None,None,0,Aug,2006,COD,Normal,
2783,SC70,RM,42.0,7614,2,1,4,Lvl,4.0,Inside,2,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2,1,1,0.0,0,0.0,738.0,738.0,GasA,4,Y,FuseA,714,662,0,1376,0.0,0.0,1,0,2,1,3.0,7,8.0,0,0,Detchd,1930.0,Unf,1.0,216.0,3,3.0,0,0,0,104,0,225,0,0.0,None,None,0,Mar,2006,WD,Normal,
2784,SC190,RM,50.0,6000,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,2fmCon,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,2,6,576.0,0,0.0,384.0,960.0,GasA,3,Y,FuseA,960,0,0,960,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,1976.0,Unf,2.0,576.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2785,SC50,RM,50.0,6000,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,3,4,PConc,3.0,3,No,1,0.0,0,0.0,816.0,816.0,GasA,5,Y,SBrkr,816,750,0,1566,0.0,0.0,1,1,5,1,4.0,7,8.0,0,0,Detchd,1976.0,Unf,2.0,450.0,3,3.0,2,24,0,296,0,0,0,0.0,MnPrv,None,0,Aug,2006,WD,Normal,
2786,SC30,RM,52.0,7830,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,2.0,3,No,2,416.0,0,0.0,76.0,492.0,GasA,3,Y,SBrkr,492,0,0,492,0.0,0.0,1,0,1,1,3.0,3,8.0,0,0,Detchd,1921.0,Unf,1.0,200.0,2,3.0,0,0,0,78,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2787,SC50,RM,56.0,9576,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2.0,3,No,3,310.0,0,0.0,460.0,770.0,GasA,3,Y,SBrkr,885,297,0,1182,0.0,0.0,1,1,3,1,3.0,5,8.0,0,0,Detchd,1945.0,Unf,1.0,378.0,2,3.0,2,0,0,0,0,0,0,0.0,GdWo,None,0,May,2006,WD,Normal,
2788,SC30,RM,48.0,5747,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,No,1,0.0,0,0.0,798.0,798.0,GasA,4,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,2.0,5,8.0,0,0,Detchd,1938.0,Unf,1.0,250.0,3,2.0,0,112,0,0,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2789,SC75,RM,70.0,6300,2,None,4,Lvl,4.0,Corner,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,1226.0,1226.0,GasA,5,Y,SBrkr,1226,878,0,2104,0.0,0.0,2,0,5,1,3.0,9,8.0,0,0,Detchd,1910.0,Unf,2.0,432.0,2,3.0,1,0,341,88,0,0,0,0.0,None,None,0,Jul,2006,WD,Normal,
2790,SC90,RM,33.0,5976,2,None,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,No,1,0.0,0,0.0,624.0,624.0,GasA,4,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,3.0,8,8.0,0,0,None,1920.0,None,0.0,0.0,0,0.0,0,0,130,256,0,0,0,0.0,None,None,0,Dec,2006,WD,Normal,
2791,SC20,RM,65.0,9750,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,960.0,960.0,GasA,5,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,2002.0,Unf,2.0,624.0,3,3.0,2,0,0,0,0,0,0,0.0,None,Gar2,4500,Jul,2006,WD,Normal,
2792,SC50,C (all),63.0,4761,2,None,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,2,No,1,0.0,0,0.0,1020.0,1020.0,GasA,2,N,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,2.0,5,8.0,0,0,None,1918.0,None,0.0,0.0,0,0.0,0,0,0,105,0,0,0,0.0,None,None,0,Oct,2006,ConLD,Normal,
2793,SC70,RL,69.0,11737,2,None,3,Bnk,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,7,1924,1996,Gambrel,CompShg,BrkComm,Stucco,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,848.0,848.0,GasW,3,N,SBrkr,1017,810,0,1827,0.0,0.0,1,0,2,1,3.0,9,8.0,1,4,Detchd,1943.0,Unf,1.0,240.0,2,3.0,2,27,36,42,0,0,0,0.0,GdPrv,None,0,May,2006,WD,Normal,
2794,SC50,RM,51.0,6120,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,4,3,CBlock,3.0,3,No,3,347.0,0,0.0,381.0,728.0,GasA,5,Y,SBrkr,728,434,0,1162,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1930.0,Unf,1.0,258.0,2,1.0,2,0,24,0,0,0,0,0.0,None,None,0,Nov,2006,ConLI,Abnorml,
2795,SC50,RM,51.0,6120,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3,No,1,0.0,0,0.0,741.0,741.0,GasA,4,Y,SBrkr,741,583,0,1324,0.0,0.0,1,0,3,1,4.0,7,8.0,0,0,Detchd,1930.0,Unf,1.0,180.0,2,3.0,2,0,0,55,0,0,0,0.0,None,None,0,Feb,2006,WD,Normal,
2796,SC30,RL,50.0,11672,2,2,2,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,816.0,816.0,GasA,3,Y,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Detchd,1925.0,Unf,1.0,210.0,2,2.0,0,168,0,112,0,0,0,0.0,None,None,0,Jul,2006,WD,Normal,
2797,SC50,RM,90.0,33120,2,None,1,Lvl,4.0,Inside,3,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,1595.0,1595.0,GasA,3,Y,SBrkr,1611,875,0,2486,0.0,0.0,2,0,5,1,3.0,8,8.0,1,4,Detchd,1962.0,Unf,2.0,576.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Oct,2006,WD,Normal,
2798,SC50,RM,60.0,10320,2,1,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2,No,1,0.0,0,0.0,596.0,596.0,GasA,1,Y,FuseF,834,596,0,1430,0.0,0.0,2,0,3,1,2.0,7,8.0,0,0,Detchd,1924.0,Unf,2.0,370.0,2,2.0,2,218,0,0,0,210,0,0.0,None,None,0,Oct,2006,WD,Abnorml,
2799,SC70,RM,60.0,7518,2,None,4,Lvl,4.0,FR3,3,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,2,4,BrkTil,2.0,2,No,1,0.0,0,0.0,396.0,396.0,GasA,4,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,3.0,7,8.0,0,0,Detchd,2001.0,Unf,1.0,390.0,3,3.0,0,0,72,45,0,0,0,0.0,MnPrv,None,0,Jul,2006,WD,Normal,
2800,SC30,RM,50.0,9000,2,None,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,610.0,610.0,GasA,5,N,FuseA,819,0,0,819,0.0,0.0,1,0,2,1,4.0,4,8.0,0,0,None,1919.0,None,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,None,None,0,Sep,2006,WD,Abnorml,
2801,SC30,RM,60.0,7200,2,None,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3,No,2,343.0,0,0.0,641.0,984.0,GasA,3,Y,FuseF,984,0,0,984,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1930.0,Unf,1.0,308.0,3,3.0,0,0,0,164,0,0,0,0.0,None,None,0,Mar,2006,ConLI,Family,
2802,SC50,RL,82.0,12375,2,None,4,Lvl,4.0,Inside,3,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,3,2,CBlock,3.0,3,No,4,329.0,0,0.0,477.0,806.0,GasA,3,Y,SBrkr,1081,341,0,1422,0.0,0.0,1,0,3,1,3.0,7,8.0,1,3,Detchd,1951.0,Unf,1.0,288.0,3,3.0,2,0,0,0,0,0,0,0.0,GdWo,None,0,Jun,2006,WD,Normal,
2803,SC90,RL,120.0,11136,2,None,4,Lvl,4.0,Corner,3,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,1921.0,1921.0,GasA,3,Y,SBrkr,1921,0,0,1921,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Detchd,1964.0,Unf,2.0,576.0,3,3.0,2,0,180,0,0,0,0,0.0,None,None,0,Jul,2006,WD,Normal,
2804,SC20,RL,100.0,21370,2,None,4,Lvl,4.0,FR2,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,3.0,7,7.0,1,4,Attchd,1950.0,RFn,2.0,394.0,3,3.0,2,0,0,225,0,0,0,0.0,None,Shed,600,Jun,2006,WD,Normal,
2805,SC30,RL,55.0,8250,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,SBrkr,1032,0,0,1032,0.0,0.0,1,0,2,1,3.0,6,8.0,1,3,Detchd,1939.0,Unf,1.0,260.0,3,3.0,2,0,0,121,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2806,SC30,RL,50.0,5220,2,None,3,Lvl,4.0,Inside,3,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,830.0,830.0,GasA,4,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Detchd,1936.0,Unf,1.0,180.0,3,3.0,1,0,108,0,0,0,0,0.0,None,None,0,Jan,2006,WD,Normal,
2807,SC20,RL,50.0,5500,2,None,4,Lvl,4.0,Inside,3,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,4,1,6,510.0,2,373.0,190.0,1073.0,GasA,5,Y,SBrkr,1073,0,0,1073,1.0,0.0,2,0,2,1,3.0,4,8.0,0,0,Detchd,2004.0,Unf,1.0,246.0,3,3.0,2,0,120,0,0,0,0,0.0,None,None,0,May,2006,WD,Normal,
2808,SC20,RL,,11327,2,None,3,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,305.0,3,3,CBlock,3.0,3,2,5,779.0,0,0.0,285.0,1064.0,GasA,3,Y,SBrkr,1064,0,0,1064,0.0,0.0,1,0,3,1,3.0,6,8.0,1,3,Attchd,1967.0,Unf,2.0,528.0,3,3.0,2,314,48,0,0,0,0,0.0,None,None,0,Jun,2006,WD,Normal,
2809,SC80,RL,80.0,10366,2,None,3,Lvl,4.0,Corner,3,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3.0,3,2,6,456.0,0,0.0,456.0,912.0,GasA,3,Y,SBrkr,934,0,0,934,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Attchd,1964.0,Unf,1.0,336.0,3,3.0,2,77,0,0,0,0,0,0.0,GdPrv,Shed,500,Jul,2006,WD,Normal,
2810,SC20,RL,75.0,9000,2,None,4,Lvl,4.0,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3,No,5,773.0,0,0.0,286.0,1059.0,GasA,4,Y,SBrkr,1059,0,0,1059,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1966.0,Fin,1.0,286.0,3,3.0,2,0,88,0,0,0,0,0.0,GdWo,None,0,Jun,2006,WD,Abnorml,
